tileswide 30
tileshigh 30
tilewidth 32
tileheight 32

layer 0
7,7,7,7,7,7,8,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
7,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,
7,9,9,9,9,9,9,9,9,7,9,9,4,4,4,4,4,4,4,9,9,9,9,9,9,4,9,9,9,4,
7,9,9,9,9,9,9,9,9,7,9,9,4,9,9,9,9,9,4,9,9,9,4,9,9,4,9,9,9,4,
7,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,4,9,9,9,4,9,9,4,9,9,9,4,
7,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,4,9,9,9,4,9,9,4,9,9,9,4,
7,9,9,9,9,9,9,9,9,7,9,9,4,9,9,9,9,9,4,9,9,9,4,9,9,9,9,9,9,4,
7,9,9,9,9,9,9,9,9,7,9,9,4,4,4,9,4,4,4,9,9,9,4,4,4,4,4,9,9,4,
7,9,9,9,9,9,9,9,9,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,
7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,4,
4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,4,
4,9,9,55,55,55,55,55,9,4,9,9,9,4,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,4,
4,9,9,55,55,55,55,55,9,4,9,9,9,4,9,9,4,4,4,4,4,4,4,4,4,4,9,9,9,4,
4,9,9,55,55,55,55,55,9,4,9,9,9,4,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,4,
4,9,9,9,9,9,9,9,9,4,9,9,9,4,4,4,4,9,9,9,4,9,9,9,9,9,4,9,9,4,
4,9,4,4,4,4,4,4,4,4,9,9,9,9,9,9,4,9,9,9,4,9,9,4,4,4,4,9,9,4,
4,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,4,9,9,9,9,9,9,4,9,9,9,9,9,4,
4,9,9,19,19,19,19,9,9,4,9,9,4,9,9,9,4,4,4,4,9,9,9,4,9,9,9,9,9,4,
4,9,9,19,19,19,19,9,9,4,9,9,4,9,9,9,9,9,9,4,4,4,4,4,9,9,9,9,9,4,
4,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,4,
4,4,4,4,4,4,4,4,4,4,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,4,4,4,4,4,
4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,4,4,4,4,4,4,9,9,9,4,9,9,34,4,
4,9,9,4,19,19,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,4,
4,9,4,4,19,19,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,
4,9,4,19,19,19,19,4,9,9,4,4,4,4,9,4,4,4,4,4,4,4,55,55,4,4,4,9,9,4,
4,9,4,4,19,19,4,4,9,9,4,55,55,55,55,55,55,55,55,55,4,55,55,55,55,55,4,9,9,4,
4,9,9,4,19,19,4,9,9,9,4,55,55,55,55,55,55,55,55,55,4,55,55,55,55,55,4,9,9,4,
4,9,9,4,4,4,4,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,9,9,4,
4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,9,9,9,9,9,9,9,9,9,9,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,

layer 1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
